"Item_Number","Name","Year","Theme","Subtheme","Pieces","Minifigures","Image_URL","GBP_MSRP","USD_MSRP","CAD_MSRP","EUR_MSRP","Packaging","Availability"
"3863","Kokoriko",2012,"Games","",115,NA,"http://images.brickset.com/sets/images/3863-1.jpg",7.99,NA,NA,9.99,"Box","Retail"
"3864","Mini Taurus",2012,"Games","",165,4,"http://images.brickset.com/sets/images/3864-1.jpg",9.99,NA,NA,12.99,"Box","Retail"
"3865","City Alarm",2012,"Games","",247,6,"http://images.brickset.com/sets/images/3865-1.jpg",14.99,19.99,24.99,19.99,"Box","Retail"
"3866","Star Wars: The Battle of Hoth",2012,"Games","",305,32,"http://images.brickset.com/sets/images/3866-1.jpg",24.99,NA,NA,34.99,"Box","Retail"
"3874","Heroica Ilrion",2012,"Games","Heroica",240,8,"http://images.brickset.com/sets/images/3874-1.jpg",14.99,19.99,26.99,19.99,"Box","Retail"
"3920","The Hobbit: An Unexpected Journey",2012,"Games","",394,4,"http://images.brickset.com/sets/images/3920-1.jpg",24.99,34.99,39.99,34.99,"Box","Not specified"
"3930","Stephanie's Outdoor Bakery",2012,"Friends","",45,1,"http://images.brickset.com/sets/images/3930-1.jpg",4.99,6.99,7.99,5.99,"Box","Retail"
"3931","Emma's Splash Pool",2012,"Friends","",43,1,"http://images.brickset.com/sets/images/3931-1.jpg",4.99,5.99,7.99,5.99,"Box","Retail"
"3932","Andrea's Stage",2012,"Friends","",87,1,"http://images.brickset.com/sets/images/3932-1.jpg",9.99,9.99,12.99,9.99,"Box","Retail"
"3933","Olivia's Invention Workshop",2012,"Friends","",81,1,"http://images.brickset.com/sets/images/3933-1.jpg",9.99,9.99,12.99,9.99,"Box","Retail"
"3934","Mia's Puppy House",2012,"Friends","",64,1,"http://images.brickset.com/sets/images/3934-1.jpg",9.99,9.99,12.99,9.99,"Box","Retail"
"3935","Stephanie's Pet Patrol",2012,"Friends","",73,1,"http://images.brickset.com/sets/images/3935-1.jpg",9.99,9.99,12.99,9.99,"Box","Retail"
"3936","Emma's Fashion Design Studio",2012,"Friends","",79,1,"http://images.brickset.com/sets/images/3936-1.jpg",9.99,9.99,12.99,9.99,"Box","Retail"
"3937","Olivia's Speedboat",2012,"Friends","",65,1,"http://images.brickset.com/sets/images/3937-1.jpg",9.99,9.99,12.99,9.99,"Box","Retail"
"3938","Andrea's Bunny House",2012,"Friends","",62,1,"http://images.brickset.com/sets/images/3938-1.jpg",9.99,9.99,12.99,9.99,"Box","Retail"
"3939","Mia's Bedroom",2012,"Friends","",85,1,"http://images.brickset.com/sets/images/3939-1.jpg",9.99,9.99,12.99,9.99,"Box","Retail"
"3942","Heartlake Dog Show",2012,"Friends","",183,1,"http://images.brickset.com/sets/images/3942-1.jpg",19.99,19.99,24.99,19.99,"Box","Retail"
"40025","New York Taxi",2012,"Creator","",44,NA,"http://images.brickset.com/sets/images/40025-1.jpg",NA,4.99,NA,NA,"Polybag","Retail - limited"
"40026","Statue Of Liberty",2012,"Creator","",39,NA,"http://images.brickset.com/sets/images/40026-1.jpg",NA,4.99,NA,NA,"Polybag","Retail - limited"
"40029","Valentine's Day Box",2012,"Seasonal","Valentines",51,NA,"http://images.brickset.com/sets/images/40029-1.jpg",3.99,4.99,6.99,4.99,"Polybag","LEGO exclusive"
"40030","Duck with Ducklings",2012,"Seasonal","Easter",51,NA,"http://images.brickset.com/sets/images/40030-1.jpg",3.99,4.99,6.99,4.99,"Polybag","LEGO exclusive"
"40031","Bunny and Chick",2012,"Seasonal","Easter",52,NA,"http://images.brickset.com/sets/images/40031-1.jpg",3.99,4.99,6.99,4.99,"Polybag","LEGO exclusive"
"40032","Witch",2012,"Seasonal","Halloween",71,NA,"http://images.brickset.com/sets/images/40032-1.jpg",3.99,4.99,6.99,4.99,"Polybag","LEGO exclusive"
"40033","Turkey",2012,"Seasonal","Thanksgiving",52,NA,"http://images.brickset.com/sets/images/40033-1.jpg",NA,4.99,6.99,NA,"Polybag","Retail - limited"
"40034","Christmas Train",2012,"Seasonal","Christmas",82,NA,"http://images.brickset.com/sets/images/40034-1.jpg",3.99,4.99,6.99,4.99,"Polybag","LEGO exclusive"
"40035","Rocking Horse",2012,"Seasonal","Christmas",49,NA,"http://images.brickset.com/sets/images/40035-1.jpg",3.99,4.99,6.99,4.99,"Polybag","LEGO exclusive"
"40036","Cobra",2012,"Promotional","Monthly Mini Model Build",37,NA,"http://images.brickset.com/sets/images/40036-1.jpg",0,0,NA,NA,"Polybag","LEGO exclusive"
"40037","Hockey player",2012,"Promotional","Monthly Mini Model Build",43,NA,"http://images.brickset.com/sets/images/40037-1.jpg",0,0,NA,NA,"Polybag","LEGO exclusive"
"40038","Worm & Earth",2012,"Promotional","Monthly Mini Model Build",29,NA,"http://images.brickset.com/sets/images/40038-1.jpg",0,0,NA,NA,"Polybag","LEGO exclusive"
"40039","Tulip",2012,"Promotional","Monthly Mini Model Build",16,NA,"http://images.brickset.com/sets/images/40039-1.jpg",0,0,NA,NA,"Polybag","LEGO exclusive"
"40040","Olympic flame",2012,"Promotional","Monthly Mini Model Build",15,NA,"http://images.brickset.com/sets/images/40040-1.jpg",0,0,NA,NA,"Polybag","LEGO exclusive"
"40041","Moose",2012,"Promotional","Monthly Mini Model Build",27,NA,"http://images.brickset.com/sets/images/40041-1.jpg",0,0,NA,NA,"Polybag","LEGO exclusive"
"40042","Cat",2012,"Promotional","Monthly Mini Model Build",25,NA,"http://images.brickset.com/sets/images/40042-1.jpg",0,0,NA,NA,"Polybag","LEGO exclusive"
"40043","Duck",2012,"Promotional","Monthly Mini Model Build",24,NA,"http://images.brickset.com/sets/images/40043-1.jpg",0,0,NA,NA,"Polybag","LEGO exclusive"
"40044","Lawnmower",2012,"Promotional","Monthly Mini Model Build",25,NA,"http://images.brickset.com/sets/images/40044-1.jpg",0,0,NA,NA,"Polybag","LEGO exclusive"
"40045","Shark",2012,"Promotional","Monthly Mini Model Build",27,NA,"http://images.brickset.com/sets/images/40045-1.jpg",0,0,NA,NA,"Polybag","LEGO exclusive"
"40046","Pilgrim",2012,"Promotional","Monthly Mini Model Build",23,NA,"http://images.brickset.com/sets/images/40046-1.jpg",0,0,NA,NA,"Polybag","LEGO exclusive"
"40047","Owl",2012,"Promotional","Monthly Mini Model Build",41,NA,"http://images.brickset.com/sets/images/40047-1.jpg",0,0,NA,NA,"Polybag","LEGO exclusive"
"40049","Sopwith Camel",2012,"Miscellaneous","",65,NA,"http://images.brickset.com/sets/images/40049-1.jpg",0,0,NA,NA,"Polybag","Promotional"
"4200","Mining 4x4",2012,"City","Mining",102,1,"http://images.brickset.com/sets/images/4200-1.jpg",7.99,11.99,14.99,9.99,"Box","Retail"
"4201","Loader and Tipper",2012,"City","Mining",139,2,"http://images.brickset.com/sets/images/4201-1.jpg",12.99,17.99,19.99,14.99,"Box","Retail"
"4202","Mining Truck",2012,"City","Mining",269,1,"http://images.brickset.com/sets/images/4202-1.jpg",19.99,34.99,44.99,19.99,"Box","Retail"
"4203","Excavator Transporter",2012,"City","Mining",305,2,"http://images.brickset.com/sets/images/4203-1.jpg",24.99,39.99,49.99,34.99,"Box","Retail"
"4204","The Mine",2012,"City","Mining",748,4,"http://images.brickset.com/sets/images/4204-1.jpg",69.99,99.99,119.99,79.99,"Box","Retail"
"4205","Off-Road Command Centre",2012,"City","Forest Police",403,3,"http://images.brickset.com/sets/images/4205-1.jpg",34.99,39.99,49.99,39.99,"Box","Retail - limited"
"4206","Recycling Truck",2012,"City","Traffic",297,3,"http://images.brickset.com/sets/images/4206-2.jpg",24.99,29.99,39.99,29.99,"Box","Retail - limited"
"4207","City Garage",2012,"City","Traffic",933,5,"http://images.brickset.com/sets/images/4207-1.jpg",79.99,119.99,149.99,99.99,"Box","Retail - limited"
"4208","Fire Truck",2012,"City","Forest Fire",243,1,"http://images.brickset.com/sets/images/4208-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"4209","Fire Plane",2012,"City","Forest Fire",522,3,"http://images.brickset.com/sets/images/4209-1.jpg",39.99,59.99,74.99,49.99,"Box","Retail"
"4427","Fire ATV",2012,"City","Forest Fire",50,1,"http://images.brickset.com/sets/images/4427-1.jpg",3.99,5.99,7.99,4.99,"Box","Retail"
"4428","City Advent Calendar",2012,"City","Seasonal",248,7,"http://images.brickset.com/sets/images/4428-1.jpg",19.99,39.99,39.99,19.99,"Box","Retail - limited"
"4429","Helicopter Rescue",2012,"City","Medical",425,4,"http://images.brickset.com/sets/images/4429-1.jpg",34.99,59.99,74.99,49.99,"Box","Retail"
"4430","Fire Transporter",2012,"City","Forest Fire",522,3,"http://images.brickset.com/sets/images/4430-1.jpg",39.99,49.99,64.99,49.99,"Box","Retail - limited"
"4431","Ambulance",2012,"City","Medical",199,3,"http://images.brickset.com/sets/images/4431-1.jpg",14.99,19.99,24.99,19.99,"Box","Retail"
"4432","Garbage Truck",2012,"City","Traffic",208,2,"http://images.brickset.com/sets/images/4432-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"4433","Dirt Bike Transporter",2012,"City","Traffic",201,2,"http://images.brickset.com/sets/images/4433-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"4434","Dump Truck",2012,"City","Traffic",222,2,"http://images.brickset.com/sets/images/4434-1.jpg",14.99,19.99,24.99,19.99,"Box","Retail"
"4435","Car and Caravan",2012,"City","Traffic",218,2,"http://images.brickset.com/sets/images/4435-1.jpg",14.99,19.99,24.99,19.99,"Box","Retail"
"4436","Patrol Car",2012,"City","Forest Police",97,2,"http://images.brickset.com/sets/images/4436-1.jpg",7.99,11.99,14.99,9.99,"Box","Retail"
"4437","Police Pursuit",2012,"City","Forest Police",129,2,"http://images.brickset.com/sets/images/4437-1.jpg",12.99,17.99,19.99,14.99,"Box","Retail"
"4438","Robbers' Hideout",2012,"City","Forest Police",317,4,"http://images.brickset.com/sets/images/4438-1.jpg",34.99,39.99,49.99,39.99,"Box","Retail - limited"
"4439","Heavy-Lift Helicopter",2012,"City","Forest Police",393,3,"http://images.brickset.com/sets/images/4439-1.jpg",34.99,49.99,64.99,39.99,"Box","Retail"
"4440","Forest Police Station",2012,"City","Forest Police",633,5,"http://images.brickset.com/sets/images/4440-1.jpg",59.99,79.99,99.99,69.99,"Box","Retail"
"4441","Police Dog Van",2012,"City","Forest Police",313,2,"http://images.brickset.com/sets/images/4441-1.jpg",19.99,34.99,44.99,29.99,"Box","Retail"
"4442","Glider",2012,"City","Airport",102,2,"http://images.brickset.com/sets/images/4442-1.jpg",15,NA,NA,NA,"Box","Promotional (Airline)"
"4473","Police Helicopter",2012,"City","Police",112,2,"http://images.brickset.com/sets/images/4473-1.jpg",18,18,NA,NA,"Box","Promotional (Airline)"
"4526","Batman",2012,"DC Comics Super Heroes","Constraction",40,NA,"http://images.brickset.com/sets/images/4526-1.jpg",10.99,14.99,17.99,14.99,"Box","Retail"
"4527","The Joker",2012,"DC Comics Super Heroes","Constraction",57,NA,"http://images.brickset.com/sets/images/4527-1.jpg",10.99,14.99,17.99,14.99,"Box","Retail"
"4528","Green Lantern",2012,"DC Comics Super Heroes","Constraction",38,NA,"http://images.brickset.com/sets/images/4528-1.jpg",10.99,14.99,17.99,14.99,"Box","Retail"
"4529","Iron Man",2012,"Marvel Super Heroes","Constraction",44,NA,"http://images.brickset.com/sets/images/4529-1.jpg",10.99,14.99,17.99,14.99,"Box","Retail"
"4530","The Hulk",2012,"Marvel Super Heroes","Constraction",39,NA,"http://images.brickset.com/sets/images/4530-1.jpg",10.99,14.99,17.99,14.99,"Box","Retail"
"4597","Captain America",2012,"Marvel Super Heroes","Constraction",44,NA,"http://images.brickset.com/sets/images/4597-1.jpg",10.99,14.99,17.99,14.99,"Box","Retail"
"4623","Pink Brick Box",2012,"Duplo","",30,NA,"http://images.brickset.com/sets/images/4623-1.jpg",12.99,14.99,14.99,17.99,"Tub","Retail"
"4624","Brick Box Green",2012,"Duplo","",31,NA,"http://images.brickset.com/sets/images/4624-1.jpg",12.99,14.99,14.99,17.99,"Tub","Retail"
"4625","Pink Brick Box",2012,"Bricks and More","",224,1,"http://images.brickset.com/sets/images/4625-1.jpg",12.99,14.99,17.99,17.99,"Tub","Retail"
"4626","Farm Brick Box",2012,"Bricks and More","",232,1,"http://images.brickset.com/sets/images/4626-1.jpg",12.99,14.99,17.99,17.99,"Tub","Retail"
"4627","Fun With Bricks",2012,"Duplo","",85,NA,"http://images.brickset.com/sets/images/4627-1.jpg",19.99,29.99,39.99,24.99,"Box","Retail"
"4628","Fun With Bricks",2012,"Bricks and More","",600,NA,"http://images.brickset.com/sets/images/4628-1.jpg",19.99,29.99,39.99,24.99,"Box","Retail"
"4629","Build & Play Box",2012,"Duplo","",150,NA,"http://images.brickset.com/sets/images/4629-1.jpg",39.99,59.99,69.99,39.99,"Box","Retail"
"4630","Build & Play Box",2012,"Make and Create","",1000,NA,"http://images.brickset.com/sets/images/4630-1.jpg",39.99,NA,NA,39.99,"Box","Retail"
"4631","My First Build",2012,"Duplo","",59,1,"http://images.brickset.com/sets/images/4631-1.jpg",19.99,24.99,24.99,24.99,"Box","Retail"
"4632","Building Plates",2012,"Duplo","Accessories",3,NA,"http://images.brickset.com/sets/images/4632-1.jpg",7.99,9.99,12.99,9.99,"Shrink-wrapped","Retail"
"4635","Fun With Vehicles",2012,"Bricks and More","",525,2,"http://images.brickset.com/sets/images/4635-1.jpg",24.99,29.99,39.99,29.99,"Box","Retail"
"4636","Police Building Set",2012,"Bricks and More","",130,2,"http://images.brickset.com/sets/images/4636-1.jpg",7.99,9.99,12.99,7.99,"Box","Retail"
"4637","Safari Building Set",2012,"Bricks and More","",152,2,"http://images.brickset.com/sets/images/4637-1.jpg",7.99,9.99,12.99,7.99,"Box","Retail"
"5000022","The Hulk",2012,"Marvel Super Heroes","Avengers",4,1,"http://images.brickset.com/sets/images/5000022-1.jpg",0,0,NA,NA,"Polybag","LEGO exclusive"
"5000023","Exclusive Minifigure Pack",2012,"Promotional","LEGO brand store opening set",12,NA,"http://images.brickset.com/sets/images/5000023-1.jpg",0,0,NA,NA,"Blister pack","LEGO exclusive"
"5000062","Darth Maul",2012,"Star Wars","Minifig Pack",7,1,"http://images.brickset.com/sets/images/5000062-1.jpg",NA,0,NA,NA,"Polybag","Promotional"
"5000063","TC-14",2012,"Star Wars","Minifig Pack",3,1,"http://images.brickset.com/sets/images/5000063-1.jpg",0,0,NA,NA,"Polybag","LEGO exclusive"
"5000202","Elrond",2012,"The Lord of the Rings","The Fellowship of the Ring",6,1,"http://images.brickset.com/sets/images/5000202-1.jpg",0,0,NA,NA,"Polybag","Promotional"
"5000245","Stephanie",2012,"Friends","Promotional",5,1,"http://images.brickset.com/sets/images/5000245-1.jpg",NA,4.99,NA,NA,"Polybag","Promotional"
"5000281","Chase McCain",2012,"City","Police",4,1,"http://images.brickset.com/sets/images/5000281-1.jpg",0,0,NA,NA,"Polybag","Promotional"
"5882","Ambush Attack",2012,"Dino","",80,1,"http://images.brickset.com/sets/images/5882-1.jpg",8.99,11.99,14.99,9.99,"Box","Retail"
"5883","Tower Takedown",2012,"Dino","",136,1,"http://images.brickset.com/sets/images/5883-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"5884","Raptor Chase",2012,"Dino","",259,2,"http://images.brickset.com/sets/images/5884-1.jpg",24.99,29.99,39.99,29.99,"Box","Retail"
"5885","Triceratops Trapper",2012,"Dino","",271,2,"http://images.brickset.com/sets/images/5885-1.jpg",39.99,49.99,64.99,49.99,"Box","Retail"
"5886","T-Rex Hunter",2012,"Dino","",480,2,"http://images.brickset.com/sets/images/5886-1.jpg",49.99,69.99,89.99,69.99,"Box","Retail"
"5887","Dino Defense HQ",2012,"Dino","",793,4,"http://images.brickset.com/sets/images/5887-1.jpg",79.99,99.99,129.99,99.99,"Box","Retail"
"5888","Ocean Interceptor",2012,"Dino","",222,2,"http://images.brickset.com/sets/images/5888-1.jpg",29.99,34.99,44.99,34.99,"Box","Retail - limited"
"6024305","Best Friends bricks",2012,"Friends","Promotional",2,NA,"http://images.brickset.com/sets/images/6024305-1.jpg",0,NA,NA,NA,"Polybag","Promotional"
"6132","Red",2012,"Duplo","Cars",13,NA,"http://images.brickset.com/sets/images/6132-1.jpg",12.99,14.99,17.99,14.99,"Box","Retail"
"6133","Race Day",2012,"Duplo","Cars",26,NA,"http://images.brickset.com/sets/images/6133-1.jpg",19.99,24.99,29.99,24.99,"Box","Retail"
"6134","Siddeley Saves The Day",2012,"Duplo","Cars",34,NA,"http://images.brickset.com/sets/images/6134-1.jpg",29.99,34.99,39.99,34.99,"Box","Retail"
"6141","My First Farm",2012,"Duplo","Farm",62,1,"http://images.brickset.com/sets/images/6141-1.jpg",19.99,24.99,24.99,NA,"Box","Retail"
"6143","Racing Team",2012,"Duplo","",34,2,"http://images.brickset.com/sets/images/6143-1.jpg",24.99,NA,NA,29.99,"Box","Retail"
"6151","Sleeping Beauty's Room",2012,"Duplo","Disney Princess",16,1,"http://images.brickset.com/sets/images/6151-1.jpg",9.99,12.99,14.99,12.99,"Box","Retail"
"6152","Snow White's Cottage",2012,"Duplo","Disney Princess",28,1,"http://images.brickset.com/sets/images/6152-1.jpg",12.99,14.99,17.99,14.99,"Box","Retail"
"6153","Cinderella's Carriage",2012,"Duplo","Disney Princess",20,1,"http://images.brickset.com/sets/images/6153-1.jpg",19.99,24.99,29.99,24.99,"Box","Retail"
"6154","Cinderella's Castle",2012,"Duplo","Disney Princess",77,2,"http://images.brickset.com/sets/images/6154-1.jpg",39.99,39.99,49.99,49.99,"Box","Retail"
"6156","Photo Safari",2012,"Duplo","Zoo",67,3,"http://images.brickset.com/sets/images/6156-1.jpg",49.99,59.99,74.99,59.99,"Box","Retail"
"6157","The Big Zoo",2012,"Duplo","Zoo",147,4,"http://images.brickset.com/sets/images/6157-1.jpg",79.99,89.99,119.99,99.99,"Box","Retail"
"6158","Animal Clinic",2012,"Duplo","Zoo",62,2,"http://images.brickset.com/sets/images/6158-1.jpg",29.99,39.99,49.99,39.99,"Box","Retail"
"6168","Fire Station",2012,"Duplo","Fire",63,2,"http://images.brickset.com/sets/images/6168-1.jpg",39.99,NA,NA,49.99,"Box","Retail"
"6169","Fire Chief",2012,"Duplo","Fire",6,1,"http://images.brickset.com/sets/images/6169-1.jpg",7.99,9.99,12.99,9.99,"Box","Retail"
"6171","Gas Station",2012,"Duplo","",45,2,"http://images.brickset.com/sets/images/6171-1.jpg",29.99,29.99,29.99,34.99,"Box","Retail"
"6172","Zoo Truck",2012,"Duplo","Zoo",8,1,"http://images.brickset.com/sets/images/6172-1.jpg",19.99,19.99,24.99,19.99,"Box","Retail"
"6173","Panda",2012,"Duplo","Zoo",8,1,"http://images.brickset.com/sets/images/6173-1.jpg",NA,7.99,9.99,7.99,"Box","Retail"
"6200","Evo",2012,"HERO Factory","",36,NA,"http://images.brickset.com/sets/images/6200-2.jpg",6.99,8.99,11.99,9.99,"Not specified","Not specified"
"6201","Toxic Reapa",2012,"HERO Factory","",42,NA,"http://images.brickset.com/sets/images/6201-1.jpg",6.99,8.99,11.99,9.99,"Not specified","Not specified"
"6202","Rocka",2012,"HERO Factory","",55,NA,"http://images.brickset.com/sets/images/6202-1.jpg",9.99,12.99,15.99,12.99,"Not specified","Not specified"
"6203","Black Phantom",2012,"HERO Factory","",124,NA,"http://images.brickset.com/sets/images/6203-1.jpg",14.99,19.99,24.99,19.99,"Not specified","Not specified"
"6216","Jawblade",2012,"HERO Factory","",45,NA,"http://images.brickset.com/sets/images/6216-1.jpg",6.99,8.99,11.99,9.99,"Not specified","Not specified"
"6217","Surge",2012,"HERO Factory","",39,NA,"http://images.brickset.com/sets/images/6217-1.jpg",6.99,8.99,11.99,9.99,"Not specified","Not specified"
"6218","Splitface",2012,"HERO Factory","",50,NA,"http://images.brickset.com/sets/images/6218-1.jpg",9.99,12.99,15.99,12.99,"Not specified","Not specified"
"6221","Nex",2012,"HERO Factory","",39,NA,"http://images.brickset.com/sets/images/6221-1.jpg",6.99,8.99,11.99,9.99,"Not specified","Not specified"
"6222","Core Hunter",2012,"HERO Factory","",51,NA,"http://images.brickset.com/sets/images/6222-1.jpg",9.99,12.99,15.99,12.99,"Not specified","Not specified"
"6223","Bulk",2012,"HERO Factory","",61,NA,"http://images.brickset.com/sets/images/6223-1.jpg",9.99,12.99,15.99,12.99,"Not specified","Not specified"
"6227","Breez",2012,"HERO Factory","",55,NA,"http://images.brickset.com/sets/images/6227-1.jpg",9.99,12.99,15.99,12.99,"Not specified","Not specified"
"6228","Thornraxx",2012,"HERO Factory","",44,NA,"http://images.brickset.com/sets/images/6228-1.jpg",6.99,8.99,11.99,9.99,"Not specified","Not specified"
"6229","XT4",2012,"HERO Factory","",39,NA,"http://images.brickset.com/sets/images/6229-1.jpg",6.99,8.99,11.99,9.99,"Not specified","Not specified"
"6230","Stormer XL",2012,"HERO Factory","",89,NA,"http://images.brickset.com/sets/images/6230-1.jpg",14.99,24.99,29.99,29.99,"Box","Retail"
"6231","Speeda Demon",2012,"HERO Factory","",192,NA,"http://images.brickset.com/sets/images/6231-1.jpg",24.99,34.99,44.99,29.99,"Not specified","Not specified"
"6282","Stringer",2012,"HERO Factory","",42,NA,"http://images.brickset.com/sets/images/6282-1.jpg",6.99,8.99,11.99,9.99,"Not specified","Not specified"
"6283","Voltix",2012,"HERO Factory","",61,NA,"http://images.brickset.com/sets/images/6283-1.jpg",9.99,12.99,15.99,9.99,"Not specified","Not specified"
"6293","Furno",2012,"HERO Factory","",56,NA,"http://images.brickset.com/sets/images/6293-1.jpg",9.99,12.99,15.99,12.99,"Not specified","Not specified"
"66411","Super Pack 3-in-1",2012,"Star Wars","Product Collection",633,NA,"http://images.brickset.com/sets/images/66411-1.jpg",84.99,NA,NA,NA,"Box","Retail - limited"
"6758","Grow Caterpillar Grow!",2012,"Duplo","",17,NA,"http://images.brickset.com/sets/images/6758-1.jpg",9.99,12.99,15.99,14.99,"Blister pack","Retail"
"6759","Busy Farm",2012,"Duplo","",15,NA,"http://images.brickset.com/sets/images/6759-1.jpg",9.99,12.99,15.99,7.49,"Blister pack","Retail"
"6760","Let's Go! Wroom!",2012,"Duplo","",12,NA,"http://images.brickset.com/sets/images/6760-1.jpg",9.99,12.99,15.99,14.99,"Blister pack","Retail"
"6784","Creative Sorter",2012,"Duplo","",23,NA,"http://images.brickset.com/sets/images/6784-1.jpg",17.99,14.99,19.99,24.99,"Tub","Retail"
"6785","Creative Cakes",2012,"Duplo","",55,NA,"http://images.brickset.com/sets/images/6785-1.jpg",19.99,24.99,29.99,29.99,"Other","Retail"
"6857","The Dynamic Duo Funhouse Escape",2012,"DC Comics Super Heroes","Batman",380,5,"http://images.brickset.com/sets/images/6857-1.jpg",39.99,39.99,49.99,49.99,"Box","Retail - limited"
"6858","Catwoman Catcycle City Chase",2012,"DC Comics Super Heroes","Batman",89,2,"http://images.brickset.com/sets/images/6858-1.jpg",11.99,12.99,15.99,14.99,"Box","Retail"
"6860","The Batcave",2012,"DC Comics Super Heroes","Batman",690,5,"http://images.brickset.com/sets/images/6860-1.jpg",69.99,69.99,89.99,79.99,"Box","Retail"
"6862","Superman Vs Power Armor Lex",2012,"DC Comics Super Heroes","Superman",207,3,"http://images.brickset.com/sets/images/6862-2.jpg",19.99,19.99,24.99,26.99,"Box","Retail"
"6863","Batwing Battle Over Gotham City",2012,"DC Comics Super Heroes","Batman",278,3,"http://images.brickset.com/sets/images/6863-1.jpg",34.99,34.99,44.99,39.99,"Box","Retail"
"6864","The Batmobile and the Two-Face Chase",2012,"DC Comics Super Heroes","Batman",531,5,"http://images.brickset.com/sets/images/6864-1.jpg",49.99,49.99,64.99,59.99,"Box","Retail"
"6865","Captain America's Avenging Cycle",2012,"Marvel Super Heroes","Avengers",72,3,"http://images.brickset.com/sets/images/6865-1.jpg",11.99,12.99,15.99,14.99,"Box","Retail"
"6866","Wolverine's Chopper Showdown",2012,"Marvel Super Heroes","X-Men",199,3,"http://images.brickset.com/sets/images/6866-1.jpg",19.99,19.99,24.99,26.99,"Box","Retail"
"6867","Loki's Cosmic Cube Escape",2012,"Marvel Super Heroes","Avengers",181,3,"http://images.brickset.com/sets/images/6867-1.jpg",19.99,19.99,24.99,26.99,"Box","Retail"
"6868","Hulk's Helicarrier Breakout",2012,"Marvel Super Heroes","Avengers",389,4,"http://images.brickset.com/sets/images/6868-1.jpg",49.99,49.99,64.99,59.99,"Box","Retail"
"6869","Quinjet Aerial Battle",2012,"Marvel Super Heroes","Avengers",735,5,"http://images.brickset.com/sets/images/6869-1.jpg",69.99,69.99,89.99,79.99,"Box","Retail"
"6873","Spider-Man's Doc Ock Ambush",2012,"Marvel Super Heroes","Ultimate Spider-Man",295,3,"http://images.brickset.com/sets/images/6873-1.jpg",34.99,29.99,39.99,39.99,"Box","Retail - limited"
"6910","Mini Sports Car",2012,"Creator","",70,NA,"http://images.brickset.com/sets/images/6910-1.jpg",4.99,5.99,8.99,5.99,"Canister","Retail"
"6911","Mini Fire Truck",2012,"Creator","",69,NA,"http://images.brickset.com/sets/images/6911-1.jpg",4.99,5.99,8.99,5.99,"Canister","Retail"
"6912","Super Soarer",2012,"Creator","",130,NA,"http://images.brickset.com/sets/images/6912-1.jpg",9.99,14.99,17.99,9.99,"Box","Retail"
"6913","Blue Roadster",2012,"Creator","",152,NA,"http://images.brickset.com/sets/images/6913-1.jpg",9.99,14.99,17.99,9.99,"Box","Retail"
"6914","Prehistoric Hunters",2012,"Creator","",191,NA,"http://images.brickset.com/sets/images/6914-1.jpg",12.99,17.99,19.99,14.99,"Box","Retail"
"7291","Street Rebel",2012,"Creator","",196,NA,"http://images.brickset.com/sets/images/7291-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"7292","Propeller Adventures",2012,"Creator","",241,NA,"http://images.brickset.com/sets/images/7292-1.jpg",17.99,19.99,24.99,19.99,"Box","Retail"
"7345","Transport Chopper",2012,"Creator","",383,NA,"http://images.brickset.com/sets/images/7345-1.jpg",24.99,34.99,44.99,29.99,"Box","Retail"
"7346","Seaside House",2012,"Creator","",415,1,"http://images.brickset.com/sets/images/7346-1.jpg",34.99,49.99,59.99,39.99,"Box","Retail"
"7347","Highway Pickup",2012,"Creator","",805,NA,"http://images.brickset.com/sets/images/7347-1.jpg",59.99,79.99,99.99,59.99,"Box","Retail"
"79000","Riddles for the Ring",2012,"The Hobbit","An Unexpected Journey",105,2,"http://images.brickset.com/sets/images/79000-1.jpg",11.99,9.99,12.99,12.99,"Box","Retail"
"79001","Escape from Mirkwood Spiders",2012,"The Hobbit","The Desolation of Smaug",298,4,"http://images.brickset.com/sets/images/79001-1.jpg",24.99,29.99,34.99,29.99,"Box","Retail"
"79002","Attack of the Wargs",2012,"The Hobbit","An Unexpected Journey",400,5,"http://images.brickset.com/sets/images/79002-1.jpg",49.99,49.99,59.99,59.99,"Box","Retail"
"79003","An Unexpected Gathering",2012,"The Hobbit","An Unexpected Journey",652,6,"http://images.brickset.com/sets/images/79003-1.jpg",59.99,69.99,84.99,79.99,"Box","Retail"
"79004","Barrel Escape",2012,"The Hobbit","The Desolation of Smaug",334,5,"http://images.brickset.com/sets/images/79004-1.jpg",39.99,39.99,49.99,49.99,"Box","Retail"
"79010","The Goblin King Battle",2012,"The Hobbit","An Unexpected Journey",841,8,"http://images.brickset.com/sets/images/79010-1.jpg",79.99,99.99,129.99,99.99,"Box","Retail"
"850423","Minifigure Presentation Boxes",2012,"Miscellaneous","",89,1,"http://images.brickset.com/sets/images/850423-1.jpg",9.99,9.99,11.99,9.99,"Box","LEGO exclusive"
